연번,군구명,병원종별,의료기관명,소재지,병실수,병상수,진료과목
1263,연수구,한의원,코스비한의원,"인천광역시 연수구 해돋이로 116, 3층 (송도동, 센트럴프라자)",0.0,0.0,침구과
1263,연수구,한의원,코스비한의원,"인천광역시 연수구 해돋이로 116, 3층 (송도동, 센트럴프라자)",0.0,0.0,한방소아과
1263,연수구,한의원,코스비한의원,"인천광역시 연수구 해돋이로 116, 3층 (송도동, 센트럴프라자)",0.0,0.0,한방재활의학과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,침구과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,사상체질과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,한방재활의학과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,한방신경정신과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,한방안·이비인후·피부과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,한방소아과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,한방부인과
1264,연수구,한의원,맑은샘한의원,"인천광역시 연수구 용담로 153, 402호 (연수동, 대동월드스포츠센터)",0.0,0.0,한방내과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,한방내과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,한방부인과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,한방소아과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,한방안·이비인후·피부과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,한방신경정신과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,한방재활의학과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,사상체질과
1265,연수구,한의원,둘리한의원,"인천광역시 연수구 앵고개로246번길 10, 5층 (동춘동, 대산프라자)",0.0,0.0,침구과
1266,연수구,한의원,연수백세한의원,"인천광역시 연수구 원인재로 310, 경남아파트 상가 (연수동)",0.0,0.0,한방내과
1266,연수구,한의원,연수백세한의원,"인천광역시 연수구 원인재로 310, 경남아파트 상가 (연수동)",0.0,0.0,한방부인과
1266,연수구,한의원,연수백세한의원,"인천광역시 연수구 원인재로 310, 경남아파트 상가 (연수동)",0.0,0.0,한방소아과
1266,연수구,한의원,연수백세한의원,"인천광역시 연수구 원인재로 310, 경남아파트 상가 (연수동)",0.0,0.0,한방안·이비인후·피부과
1266,연수구,한의원,연수백세한의원,"인천광역시 연수구 원인재로 310, 경남아파트 상가 (연수동)",0.0,0.0,한방신경정신과
1266,연수구,한의원,연수백세한의원,"인천광역시 연수구 원인재로 310, 경남아파트 상가 (연수동)",0.0,0.0,침구과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,한방내과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,한방부인과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,한방소아과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,한방안·이비인후·피부과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,한방신경정신과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,한방재활의학과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,사상체질과
1267,연수구,한의원,새생명한의원,"인천광역시 연수구 용담로 11, 207호 (청학동, 시대아파트상가)",0.0,0.0,침구과
1268,연수구,한의원,청송한의원,"인천광역시 연수구 독배로 55, 3층 (옥련동)",0.0,0.0,한방내과
1268,연수구,한의원,청송한의원,"인천광역시 연수구 독배로 55, 3층 (옥련동)",0.0,0.0,한방부인과
1268,연수구,한의원,청송한의원,"인천광역시 연수구 독배로 55, 3층 (옥련동)",0.0,0.0,한방소아과
1268,연수구,한의원,청송한의원,"인천광역시 연수구 독배로 55, 3층 (옥련동)",0.0,0.0,한방안·이비인후·피부과
1268,연수구,한의원,청송한의원,"인천광역시 연수구 독배로 55, 3층 (옥련동)",0.0,0.0,한방신경정신과
1268,연수구,한의원,청송한의원,"인천광역시 연수구 독배로 55, 3층 (옥련동)",0.0,0.0,침구과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,침구과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,사상체질과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,한방재활의학과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,한방신경정신과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,한방안·이비인후·피부과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,한방소아과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,한방부인과
1269,연수구,한의원,몸바로한의원,"인천광역시 연수구 인천타워대로 251, 홀리데이 인 인천송도호텔 호텔동 201호 (송도동)",0.0,0.0,한방내과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,한방내과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,한방안·이비인후·피부과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,사상체질과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,한방부인과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,한방신경정신과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,침구과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,한방소아과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,한방재활의학과
1270,연수구,한의원,봄한의원,"인천광역시 연수구 독배로 42, 2층 (옥련동)",0.0,0.0,한방응급과
1271,연수구,한의원,옥련한의원,인천광역시 연수구 한진로25번길 4 (옥련동),0.0,0.0,한방내과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,한방내과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,한방안·이비인후·피부과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,사상체질과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,한방부인과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,한방신경정신과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,침구과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,한방소아과
1272,연수구,한의원,다산한의원,"인천광역시 연수구 학나래로118번길 9, 209, 210호 (선학동, 선학프라자)",0.0,0.0,한방재활의학과
1273,연수구,한의원,신농씨한의원,인천광역시 연수구 먼우금로188번길 12 (연수동),0.0,0.0,한방내과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,한방내과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,한방부인과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,한방소아과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,한방안·이비인후·피부과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,한방신경정신과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,한방재활의학과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,사상체질과
1274,연수구,한의원,제중한의원,"인천광역시 연수구 원인재로 180, 307호 (연수동, 우성상가)",0.0,0.0,침구과
1275,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0.0,0.0,한방내과
1275,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0.0,0.0,한방부인과
1275,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0.0,0.0,한방소아과
1275,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0.0,0.0,한방안·이비인후·피부과
1275,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0.0,0.0,한방신경정신과
1275,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0.0,0.0,사상체질과
1275,연수구,한의원,하얀마음한의원,"인천광역시 연수구 먼우금로 194, 2층 (연수동)",0.0,0.0,침구과
1276,연수구,한의원,하나한의원,인천광역시 연수구 앵고개로264번길 30-4 (동춘동),0.0,0.0,한방내과
1276,연수구,한의원,하나한의원,인천광역시 연수구 앵고개로264번길 30-4 (동춘동),0.0,0.0,한방부인과
1276,연수구,한의원,하나한의원,인천광역시 연수구 앵고개로264번길 30-4 (동춘동),0.0,0.0,한방소아과
1276,연수구,한의원,하나한의원,인천광역시 연수구 앵고개로264번길 30-4 (동춘동),0.0,0.0,한방안·이비인후·피부과
1276,연수구,한의원,하나한의원,인천광역시 연수구 앵고개로264번길 30-4 (동춘동),0.0,0.0,한방신경정신과
1276,연수구,한의원,하나한의원,인천광역시 연수구 앵고개로264번길 30-4 (동춘동),0.0,0.0,침구과
1277,연수구,한의원,주행경희한의원,인천광역시 연수구 청량로 188 (옥련동),0.0,0.0,한방내과
1277,연수구,한의원,주행경희한의원,인천광역시 연수구 청량로 188 (옥련동),0.0,0.0,한방부인과
1277,연수구,한의원,주행경희한의원,인천광역시 연수구 청량로 188 (옥련동),0.0,0.0,한방소아과
1277,연수구,한의원,주행경희한의원,인천광역시 연수구 청량로 188 (옥련동),0.0,0.0,한방안·이비인후·피부과
1277,연수구,한의원,주행경희한의원,인천광역시 연수구 청량로 188 (옥련동),0.0,0.0,한방신경정신과
1278,연수구,한의원,고려한의원,인천광역시 연수구 독배로40번길 47 (옥련동),0.0,0.0,한방내과
1279,연수구,한의원,세명한의원,인천광역시 연수구 샘말로62번길 20 (연수동),0.0,0.0,한방내과
1279,연수구,한의원,세명한의원,인천광역시 연수구 샘말로62번길 20 (연수동),0.0,0.0,한방부인과
1279,연수구,한의원,세명한의원,인천광역시 연수구 샘말로62번길 20 (연수동),0.0,0.0,한방소아과
1279,연수구,한의원,세명한의원,인천광역시 연수구 샘말로62번길 20 (연수동),0.0,0.0,한방안·이비인후·피부과
1279,연수구,한의원,세명한의원,인천광역시 연수구 샘말로62번길 20 (연수동),0.0,0.0,한방신경정신과
1279,연수구,한의원,세명한의원,인천광역시 연수구 샘말로62번길 20 (연수동),0.0,0.0,침구과
1280,연수구,한의원,담연한의원,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",0.0,0.0,한방내과
1280,연수구,한의원,담연한의원,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",0.0,0.0,한방부인과
1280,연수구,한의원,담연한의원,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",0.0,0.0,한방소아과
1280,연수구,한의원,담연한의원,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",0.0,0.0,한방안·이비인후·피부과
1280,연수구,한의원,담연한의원,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",0.0,0.0,한방신경정신과
1280,연수구,한의원,담연한의원,"인천광역시 연수구 청능대로 93, 이리옴프라자 5층 502호 (청학동)",0.0,0.0,침구과
1281,연수구,한의원,유승엽한의원,"인천광역시 연수구 앵고개로264번길 18 (동춘동, 정방빌딩)",0.0,0.0,한방내과
1281,연수구,한의원,유승엽한의원,"인천광역시 연수구 앵고개로264번길 18 (동춘동, 정방빌딩)",0.0,0.0,한방부인과
1281,연수구,한의원,유승엽한의원,"인천광역시 연수구 앵고개로264번길 18 (동춘동, 정방빌딩)",0.0,0.0,한방소아과
1281,연수구,한의원,유승엽한의원,"인천광역시 연수구 앵고개로264번길 18 (동춘동, 정방빌딩)",0.0,0.0,한방안·이비인후·피부과
1282,연수구,한의원,동인당한의원,인천광역시 연수구 앵고개로 256 (동춘동),0.0,0.0,한방내과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,한방내과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,한방부인과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,한방소아과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,한방안·이비인후·피부과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,한방신경정신과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,한방재활의학과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,사상체질과
1283,연수구,한의원,본디올경희한의원,인천광역시 연수구 앵고개로 250 (동춘동),0.0,0.0,침구과
1284,연수구,한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),0.0,0.0,한방내과
1284,연수구,한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),0.0,0.0,한방부인과
1284,연수구,한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),0.0,0.0,한방소아과
1284,연수구,한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),0.0,0.0,한방안·이비인후·피부과
1284,연수구,한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),0.0,0.0,한방신경정신과
1284,연수구,한의원,남송한의원,인천광역시 연수구 먼우금로 88 (동춘동),0.0,0.0,침구과
1285,연수구,한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),0.0,0.0,한방내과
1285,연수구,한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),0.0,0.0,한방부인과
1285,연수구,한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),0.0,0.0,한방소아과
1285,연수구,한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),0.0,0.0,한방안·이비인후·피부과
1285,연수구,한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),0.0,0.0,한방신경정신과
1285,연수구,한의원,김규식한의원,인천광역시 연수구 비류대로 429 (연수동),0.0,0.0,침구과
1286,연수구,한의원,성성한의원,"인천광역시 연수구 용담로 115, 7층 (연수동, 파크타워)",0.0,0.0,한방내과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,한방안·이비인후·피부과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,사상체질과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,한방부인과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,한방신경정신과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,침구과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,한방내과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,한방소아과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,한방재활의학과
1287,연수구,한의원,해인당한의원,인천광역시 연수구 함박뫼로 68 (연수동),0.0,0.0,한방응급과
1288,연수구,한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",0.0,0.0,한방내과
1288,연수구,한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",0.0,0.0,한방부인과
1288,연수구,한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",0.0,0.0,한방소아과
1288,연수구,한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",0.0,0.0,한방안·이비인후·피부과
1288,연수구,한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",0.0,0.0,한방신경정신과
1288,연수구,한의원,김종욱한의원,"인천광역시 연수구 원인재로 88, 201호 (동춘동, 대우삼환아파트상가)",0.0,0.0,침구과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,침구과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,사상체질과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,한방재활의학과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,한방신경정신과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,한방안·이비인후·피부과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,한방소아과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,한방부인과
1289,연수구,한의원,동의보감한의원,"인천광역시 연수구 청능대로 103, 2층 일부호 (연수동)",9.0,13.0,한방내과
1290,연수구,한의원,서명원한의원,인천광역시 연수구 한나루로 182 (옥련동),0.0,0.0,한방내과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,한방내과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,한방부인과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,한방소아과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,한방안·이비인후·피부과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,한방신경정신과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,한방재활의학과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,사상체질과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,침구과
1291,연수구,한의원,스마일한의원,"인천광역시 연수구 앵고개로 260, 맘모스빌딩 304~313호 (동춘동)",9.0,23.0,한방응급과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,가정의학과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,재활의학과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,영상의학과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,피부과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,마취통증의학과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,신경외과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,정형외과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,외과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,신경과
1292,연수구,병원,청담해리슨송도병원,"인천광역시 연수구 신송로 157-9, 기은빌딩 3~8층 (송도동)",26.0,46.0,내과
1293,연수구,병원,송도미소어린이병원,"인천광역시 연수구 하모니로 158, 송도타임스페이스 A동 7,8,9층 (송도동)",34.0,46.0,소아청소년과
1293,연수구,병원,송도미소어린이병원,"인천광역시 연수구 하모니로 158, 송도타임스페이스 A동 7,8,9층 (송도동)",34.0,46.0,내과
1294,연수구,병원,나래병원,"인천광역시 연수구 청능대로 69 (청학동, 연세다나병원)",24.0,66.0,정형외과
1294,연수구,병원,나래병원,"인천광역시 연수구 청능대로 69 (청학동, 연세다나병원)",24.0,66.0,신경외과
1294,연수구,병원,나래병원,"인천광역시 연수구 청능대로 69 (청학동, 연세다나병원)",24.0,66.0,내과
1294,연수구,병원,나래병원,"인천광역시 연수구 청능대로 69 (청학동, 연세다나병원)",24.0,66.0,마취통증의학과
1294,연수구,병원,나래병원,"인천광역시 연수구 청능대로 69 (청학동, 연세다나병원)",24.0,66.0,영상의학과
1295,연수구,병원,경인권역재활병원,인천광역시 연수구 원인재로 263 (연수동),36.0,120.0,재활의학과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,침구과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,한방재활의학과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,한방신경정신과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,한방안·이비인후·피부과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,한방소아과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,한방부인과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,한방내과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,가정의학과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,재활의학과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,신경외과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,정형외과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,외과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,신경과
1296,연수구,요양병원(일반요양병원),연수사랑요양병원,"인천광역시 연수구 용담로99번길 29, 2~9층 (청학동)",67.0,248.0,내과
1297,연수구,요양병원(일반요양병원),희망찬요양병원,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)",42.0,199.0,재활의학과
1297,연수구,요양병원(일반요양병원),희망찬요양병원,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)",42.0,199.0,외과
1297,연수구,요양병원(일반요양병원),희망찬요양병원,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)",42.0,199.0,신경과
1297,연수구,요양병원(일반요양병원),희망찬요양병원,"인천광역시 연수구 용담로 118, 지하2층~지상9층 (연수동)",42.0,199.0,내과
1298,연수구,요양병원(일반요양병원),로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",44.0,245.0,내과
1298,연수구,요양병원(일반요양병원),로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",44.0,245.0,신경과
1298,연수구,요양병원(일반요양병원),로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",44.0,245.0,정신건강의학과
1298,연수구,요양병원(일반요양병원),로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",44.0,245.0,외과
1298,연수구,요양병원(일반요양병원),로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",44.0,245.0,정형외과
1298,연수구,요양병원(일반요양병원),로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",44.0,245.0,신경외과
1298,연수구,요양병원(일반요양병원),로하스인천요양병원,"인천광역시 연수구 벚꽃로 114, 브랫슬 7~8층 (연수동)",44.0,245.0,심장혈관흉부외과
